"Combo","Model_ID","Train_Test_ID","Date","Forecast","Target","Best_Model","Combo_ID","Model_Name","Model_Type","Recipe_ID","Hyperparameter_ID","Horizon","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",1,2015-07-01,1638.08923925713,NA,"Yes","M1000","NA","local","simple_average","NA",1,1254.46150950919,2021.71696900507,1127.25618329371,2148.92229522055,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",1,2015-08-01,1662.06899778099,NA,"Yes","M1000","NA","local","simple_average","NA",2,1278.44126803305,2045.69672752893,1151.23594181757,2172.90205374441,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",1,2015-09-01,1523.66876677808,NA,"Yes","M1000","NA","local","simple_average","NA",3,1140.04103703014,1907.29649652602,1012.83571081466,2034.5018227415,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",1,2015-10-01,1462.13416842359,NA,"Yes","M1000","NA","local","simple_average","NA",4,1078.50643867565,1845.76189817153,951.301112460174,1972.96722438701,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",1,2015-11-01,1332.39328410771,NA,"Yes","M1000","NA","local","simple_average","NA",5,948.765554359768,1716.02101385565,821.560228144287,1843.22634007113,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",1,2015-12-01,1286.77050731763,NA,"Yes","M1000","NA","local","simple_average","NA",6,903.142777569692,1670.39823706557,775.93745135421,1797.60356328105,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",2,2015-06-01,1018.22242930817,1430.00000000003,"Yes","M1000","NA","local","simple_average","NA",1,634.59469956023,1401.85015905611,507.389373344748,1529.05548527159,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",3,2015-05-01,1179.56979622995,970.000000000018,"Yes","M1000","NA","local","simple_average","NA",1,795.942066482015,1563.19752597789,668.736740266534,1690.40285219337,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",3,2015-06-01,1143.8948047248,1430.00000000003,"Yes","M1000","NA","local","simple_average","NA",2,760.267074976865,1527.52253447274,633.061748761384,1654.72786068822,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",4,2015-04-01,968.406045338556,1140.00000000002,"Yes","M1000","NA","local","simple_average","NA",1,584.778315590617,1352.03377508649,457.572989375136,1479.23910130198,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",4,2015-05-01,966.07302137626,970.000000000018,"Yes","M1000","NA","local","simple_average","NA",2,582.445291628322,1349.7007511242,455.23996541284,1476.90607733968,"Conformal","Conformal",0.694444444444444,0.805555555555556
"M1000","arima-boost--local--R1_glmnet--local--R1_meanf--local--R1",4,2015-06-01,937.175641298219,1430.00000000003,"Yes","M1000","NA","local","simple_average","NA",3,553.547911550281,1320.80337104616,426.3425853348,1448.00869726164,"Conformal","Conformal",0.694444444444444,0.805555555555556
