"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Forecast","Train_Test_ID","Target","Combo","Date","Hyperparameter_ID","Horizon","Best_Model","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2015-07-01,1,1,"Yes",3621.40777507154,8612.22660584351,2047.07438955791,10186.5599913571,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2015-08-01,1,2,"Yes",3457.10276186975,8776.53161904529,1962.3036027329,10271.3307781821,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2015-09-01,1,3,"Yes",3287.42583876356,8946.20854215148,1788.94124174176,10444.6931391733,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2015-10-01,1,4,"Yes",3236.97409828882,8996.66028262622,1602.3874004217,10631.2469804933,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2015-11-01,1,5,"Yes",3211.0081238006,9022.62625711444,1398.52943445157,10835.1049464635,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2015-12-01,1,6,"Yes",3186.8861330951,9046.74824781994,1226.51530979498,11007.1190711201,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2016-01-01,1,7,"Yes",2891.06683543875,9342.56754547629,1006.9222008158,11226.7121800992,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2016-02-01,1,8,"Yes",2611.74305485002,9621.89132606502,768.323350610563,11465.3110303045,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2016-03-01,1,9,"Yes",2375.75662137477,9857.87775954027,555.419162144834,11678.2152187702,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2016-04-01,1,10,"Yes",2205.76098268067,10027.8733982344,397.325081385259,11836.3092995298,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2016-05-01,1,11,"Yes",2088.07577488122,10145.5586060338,242.255834090518,11991.3785468245,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6116.81719045752,1,NA,"M1",2016-06-01,1,12,"Yes",1978.74426347812,10254.8901174369,53.2618978911214,12180.3724830239,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6159.18350634637,2,6890,"M1",2015-06-01,1,1,"Yes",3663.77409096039,8654.59292173236,2089.44070544676,10228.926307246,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6276.4439052336,3,4910,"M1",2015-05-01,1,1,"Yes",3781.03448984762,8771.85332061959,2206.70110433399,10346.1867061332,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6276.4439052336,3,6890,"M1",2015-06-01,1,2,"Yes",3616.72947664583,8936.15833382137,2121.93031750898,10430.9574929582,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6330.84870883769,4,5210,"M1",2015-04-01,1,1,"Yes",3835.4392934517,8826.25812422367,2261.10590793807,10400.5915097373,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6330.84870883769,4,4910,"M1",2015-05-01,1,2,"Yes",3671.13428024992,8990.56313742546,2176.33512111307,10485.3622965623,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6330.84870883769,4,6890,"M1",2015-06-01,1,3,"Yes",3501.45735714373,9160.24006053165,2002.97276012193,10658.7246575534,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6481.47161936819,5,5090,"M1",2015-03-01,1,1,"Yes",3986.0622039822,8976.88103475417,2411.72881846857,10551.2144202678,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6481.47161936819,5,5210,"M1",2015-04-01,1,2,"Yes",3821.75719078042,9141.18604795596,2326.95803164357,10635.9852070928,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6481.47161936819,5,4910,"M1",2015-05-01,1,3,"Yes",3652.08026767423,9310.86297106215,2153.59567065243,10809.3475680839,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6481.47161936819,5,6890,"M1",2015-06-01,1,4,"Yes",3601.62852719949,9361.31471153689,1967.04182933236,10995.901409404,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6632.02562821122,6,5130,"M1",2015-02-01,1,1,"Yes",4136.61621282523,9127.4350435972,2562.2828273116,10701.7684291108,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6632.02562821122,6,5090,"M1",2015-03-01,1,2,"Yes",3972.31119962345,9291.74005679899,2477.5120404866,10786.5392159358,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6632.02562821122,6,5210,"M1",2015-04-01,1,3,"Yes",3802.63427651726,9461.41697990518,2304.14967949546,10959.901576927,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6632.02562821122,6,4910,"M1",2015-05-01,1,4,"Yes",3752.18253604252,9511.86872037992,2117.59583817539,11146.455418247,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6632.02562821122,6,6890,"M1",2015-06-01,1,5,"Yes",3726.2165615543,9537.83469486814,1913.73787220527,11350.3133842172,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6733.35647950049,7,6040,"M1",2015-01-01,1,1,"Yes",4237.94706411451,9228.76589488648,2663.61367860088,10803.0992804001,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6733.35647950049,7,5130,"M1",2015-02-01,1,2,"Yes",4073.64205091272,9393.07090808826,2578.84289177587,10887.8700672251,"Conformal","Conformal",0.995238095238095,1
"M1","meanf--local--R1","meanf","local","R1",6733.35647950049,7,5090,"M1",2015-03-01,1,3,"Yes",3903.96512780653,9562.74783119445,2405.48053078473,11061.2324282162,"Conformal","Conformal",0.995238095238095,1
