"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Forecast","Train_Test_ID","Target","Combo","Date","Hyperparameter_ID","Horizon","Best_Model","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2015-07-01,1,1,"Yes",10083.8979953387,11477.5820559361,9453.57469780668,12107.9053534681,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2015-08-01,1,2,"Yes",10064.7240397503,11496.7560115245,9459.15944069525,12102.3206105796,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2015-09-01,1,3,"Yes",10030.186474336,11531.2935769388,9464.87004831516,12096.6100029596,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2015-10-01,1,4,"Yes",10018.6731851542,11542.8068661206,9475.43479999077,12086.045251284,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2015-11-01,1,5,"Yes",9996.30985541327,11565.1701958615,9486.80183341966,12074.6782178551,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2015-12-01,1,6,"Yes",9964.55429886525,11596.9257524096,9495.51124857838,12065.9688026964,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2016-01-01,1,7,"Yes",9936.28306880883,11625.196982466,9498.98752293688,12062.4925283379,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2016-02-01,1,8,"Yes",9891.83458353281,11669.645467742,9511.26702390241,12050.2130273724,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2016-03-01,1,9,"Yes",9848.78849477686,11712.6915564979,9520.58101664967,12040.8990346251,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2016-04-01,1,10,"Yes",9824.49403250637,11736.9860187684,9529.31959491478,12032.16045636,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2016-05-01,1,11,"Yes",9804.90806436242,11756.5719869124,9544.14665057419,12017.3334007006,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10780.7400256374,1,NA,"M750",2016-06-01,1,12,"Yes",9792.57442426981,11768.905627005,9550.3054474237,12011.1746038511,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10761.7048724476,2,11000,"M750",2015-06-01,1,1,"Yes",10064.8628421489,11458.5469027463,9434.53954461688,12088.8702002783,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10731.5632604911,3,11310,"M750",2015-05-01,1,1,"Yes",10034.7212301924,11428.4052907898,9404.39793266038,12058.7285883218,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10731.5632604911,3,11000,"M750",2015-06-01,1,2,"Yes",10015.547274604,11447.5792463782,9409.98267554895,12053.1438454333,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10709.6424013778,4,11290,"M750",2015-04-01,1,1,"Yes",10012.8003710791,11406.4844316765,9382.47707354708,12036.8077292085,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10709.6424013778,4,11310,"M750",2015-05-01,1,2,"Yes",9993.62641549065,11425.6583872649,9388.06181643565,12031.22298632,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10709.6424013778,4,11000,"M750",2015-06-01,1,3,"Yes",9959.08885007639,11460.1959526792,9393.77242405556,12025.5123787,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10681.135363156,5,11250,"M750",2015-03-01,1,1,"Yes",9984.29333285729,11377.9773934547,9353.97003532528,12008.3006909867,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10681.135363156,5,11290,"M750",2015-04-01,1,2,"Yes",9965.11937726885,11397.1513490431,9359.55477821385,12002.7159480982,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10681.135363156,5,11310,"M750",2015-05-01,1,3,"Yes",9930.58181185459,11431.6889144574,9365.26538583376,11997.0053404782,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10681.135363156,5,11000,"M750",2015-06-01,1,4,"Yes",9919.06852267275,11443.2022036392,9375.83013750937,11986.4405888026,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10652.2658639162,6,11010,"M750",2015-02-01,1,1,"Yes",9955.42383361749,11349.1078942149,9325.10053608548,11979.4311917469,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10652.2658639162,6,11250,"M750",2015-03-01,1,2,"Yes",9936.24987802905,11368.2818498033,9330.68527897405,11973.8464488584,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10652.2658639162,6,11290,"M750",2015-04-01,1,3,"Yes",9901.71231261479,11402.8194152176,9336.39588659396,11968.1358412384,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10652.2658639162,6,11310,"M750",2015-05-01,1,4,"Yes",9890.19902343295,11414.3327043994,9346.96063826957,11957.5710895628,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10652.2658639162,6,11000,"M750",2015-06-01,1,5,"Yes",9867.83569369207,11436.6960341403,9358.32767169846,11946.2040561339,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10631.7016207127,7,10980,"M750",2015-01-01,1,1,"Yes",9934.85959041399,11328.5436510114,9304.53629288198,11958.8669485434,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10631.7016207127,7,11010,"M750",2015-02-01,1,2,"Yes",9915.68563482555,11347.7176065998,9310.12103577055,11953.2822056549,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10631.7016207127,7,11250,"M750",2015-03-01,1,3,"Yes",9881.14806941129,11382.2551720141,9315.83164339046,11947.5715980349,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10631.7016207127,7,11290,"M750",2015-04-01,1,4,"Yes",9869.63478022945,11393.7684611959,9326.39639506607,11937.0068463593,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10631.7016207127,7,11310,"M750",2015-05-01,1,5,"Yes",9847.27145048857,11416.1317909368,9337.76342849496,11925.6398129304,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10631.7016207127,7,11000,"M750",2015-06-01,1,6,"Yes",9815.51589394055,11447.8873474848,9346.47284365368,11916.9303977717,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,10990,"M750",2014-12-01,1,1,"Yes",9900.21154040319,11293.8956010006,9269.88824287118,11924.2188985326,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,10980,"M750",2015-01-01,1,2,"Yes",9881.03758481475,11313.069556589,9275.47298575975,11918.6341556441,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,11010,"M750",2015-02-01,1,3,"Yes",9846.50001940049,11347.6071220033,9281.18359337966,11912.9235480241,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,11250,"M750",2015-03-01,1,4,"Yes",9834.98673021865,11359.1204111851,9291.74834505527,11902.3587963485,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,11290,"M750",2015-04-01,1,5,"Yes",9812.62340047777,11381.483740926,9303.11537848416,11890.9917629196,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,11310,"M750",2015-05-01,1,6,"Yes",9780.86784392975,11413.2392974741,9311.82479364288,11882.2823477609,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10597.0535707019,8,11000,"M750",2015-06-01,1,7,"Yes",9752.59661387333,11441.5105275305,9315.30106800138,11878.8060734024,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,11120,"M750",2014-11-01,1,1,"Yes",9870.8582493078,11264.5423099052,9240.53495177578,11894.8656074372,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,10990,"M750",2014-12-01,1,2,"Yes",9851.68429371935,11283.7162654936,9246.11969466435,11889.2808645487,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,10980,"M750",2015-01-01,1,3,"Yes",9817.14672830509,11318.2538309079,9251.83030228426,11883.5702569287,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,11010,"M750",2015-02-01,1,4,"Yes",9805.63343912325,11329.7671200897,9262.39505395987,11873.0055052531,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,11250,"M750",2015-03-01,1,5,"Yes",9783.27010938237,11352.1304498306,9273.76208738876,11861.6384718242,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,11290,"M750",2015-04-01,1,6,"Yes",9751.51455283435,11383.8860063787,9282.47150254748,11852.9290566655,"Conformal","Conformal",0.952380952380952,1
"M750","meanf--local--R1","meanf","local","R1",10567.7002796065,9,11310,"M750",2015-05-01,1,7,"Yes",9723.24332277793,11412.1572364351,9285.94777690598,11849.452782307,"Conformal","Conformal",0.952380952380952,1
