"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Forecast","Train_Test_ID","Target","Combo","Date","Hyperparameter_ID","Horizon","Best_Model","q_val_80","q_val_95","z_val_80","z_val_95","coverage_conf_80","coverage_conf_95","coverage_z_80","coverage_z_95","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2015-07-01,1,1,"Yes",769.466416183321,1389.46641618332,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,10008.423777233,11547.3566095996,9388.42377723298,12167.3566095996,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2015-08-01,1,2,"Yes",769.466416183321,1394.40287379942,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,10008.423777233,11547.3566095996,9383.48731961688,12172.2930672157,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2015-09-01,1,3,"Yes",774.402873799419,1395.20618289322,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,10003.4873196169,11552.2930672157,9382.68401052308,12173.0963763095,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2015-10-01,1,4,"Yes",775.20618289322,1398.41869536532,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,10002.6840105231,11553.0963763095,9379.47149805098,12176.3088887816,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2015-11-01,1,5,"Yes",779.22164131842,1399.22164131842,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,9998.66855209788,11557.1118347347,9378.66855209788,12177.1118347347,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2015-12-01,1,6,"Yes",780.036725666319,1395.88953728112,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,9997.85346774998,11557.9269190826,9382.00065613518,12173.7797306974,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2016-01-01,1,7,"Yes",780.036725666319,1395.88953728112,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,9997.85346774998,11557.9269190826,9382.00065613518,12173.7797306974,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2016-02-01,1,8,"Yes",781.57219236632,1395.88953728112,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,9996.31800104998,11559.4623857826,9382.00065613518,12173.7797306974,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2016-03-01,1,9,"Yes",802.2336168775,1401.57219236632,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,9975.6565765388,11580.1238102938,9376.31800104998,12179.4623857826,"Conformal","Conformal",0.826923076923077,1
"M750","meanf--local--R1","meanf","local","R1",10777.8901934163,1,NA,"M750",2016-04-01,1,10,"Yes",816.710302953799,1406.49770493862,703.431911119785,1075.80627142777,0.826923076923077,1,0.596153846153846,1,9961.1798904625,11594.6004963701,9371.39248847768,12184.3878983549,"Conformal","Conformal",0.826923076923077,1
