"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Forecast","Train_Test_ID","Target","Combo","Date","Hyperparameter_ID","Horizon","Best_Model","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M2","meanf--local--R1","meanf","local","R1",2035.49449565145,1,NA,"M2",2015-07-01,1,1,"Yes",1390.49145366443,2680.49753763847,1196.11456384192,2874.87442746098,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2035.49449565145,1,NA,"M2",2015-08-01,1,2,"Yes",1320.36734954086,2750.62164176204,1195.56741828527,2875.42157301763,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2035.49449565145,1,NA,"M2",2015-09-01,1,3,"Yes",1261.58141665157,2809.40757465133,1137.37968484392,2933.60930645898,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2035.49449565145,1,NA,"M2",2015-10-01,1,4,"Yes",1211.23865679012,2859.75033451278,1089.94178478854,2981.04720651436,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2035.49449565145,1,NA,"M2",2015-11-01,1,5,"Yes",1158.7408018734,2912.2481894295,1037.01430459222,3033.97468671068,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2035.49449565145,1,NA,"M2",2015-12-01,1,6,"Yes",1110.7149717212,2960.2740195817,962.379844392052,3108.60914691085,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2064.08134156411,2,2440.00000000001,"M2",2015-06-01,1,1,"Yes",1419.07829957709,2709.08438355113,1224.70140975458,2903.46127337364,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2072.19455705019,3,1730.00000000001,"M2",2015-05-01,1,1,"Yes",1427.19151506317,2717.19759903721,1232.81462524066,2911.57448885972,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2072.19455705019,3,2440.00000000001,"M2",2015-06-01,1,2,"Yes",1357.0674109396,2787.32170316078,1232.26747968401,2912.12163441636,"Conformal","Conformal",0.907407407407407,1
"M2","meanf--local--R1","meanf","local","R1",2123.48614327723,4,1590.00000000001,"M2",2015-04-01,1,1,"Yes",1478.48310129021,2768.48918526425,1284.1062114677,2962.86607508676,"Conformal","Conformal",0.907407407407407,1
